track_loc,race_no,date,dog_id,bsp
255,Ballarat,7,26-12-2022,ZAPPY BALE,3.419521805
256,Sale,1,26-12-2022,SPOLLY JOHN,66.90644930110315
257,Sale,5,26-12-2022,MR WALLACE,122.601081414
258,Geelong,1,26-12-2022,BLAZING DODGE,25.0
259,Warrnambool,11,26-12-2022,DOUBLE RAINBOW,160.0
260,Warrnambool,11,26-12-2022,MILANA ROSE,270.0
262,Maitland,9,26-12-2022,TWIN TURBO,5.54275949241419
263,Maitland,9,26-12-2022,MEXICAN MAVIS,33.048699327705535
264,Maitland,10,26-12-2022,TARGARYEN JEWEL,10.265161218495926
275,Nowra,5,26-12-2022,ANGEL BAIL,4.0
276,Angle,4,26-12-2022,GALENA LAD,29.0
277,Launceston,2,26-12-2022,KUBOTA GIRL,177.66998881115094
278,Launceston,6,26-12-2022,BLACK DANGER,9.6
279,Launceston,7,26-12-2022,CHATTERBOX TILLY,177.914896519
280,Launceston,7,26-12-2022,DASHING PIPPA,18.15811008769611
281,Launceston,9,26-12-2022,FINE IRISH,5.025078678840109
282,Horsham,3,26-12-2022,NEILS PHOENIX,3.4911603404622293
283,Horsham,3,26-12-2022,CRYMELON NEPTUNE,162.2852033996768
284,Horsham,6,26-12-2022,CRACKERJACK JET,7.7795759202537
285,Horsham,7,26-12-2022,SOLEUS,6.803321468245704
292,Launceston,4,26-12-2022,VELVET QUEEN,160.0
293,Ballarat,8,26-12-2022,ZHENYE BALE,15.5
294,Nowra,3,26-12-2022,ICARUS BALE,11.996138447397188
295,Nowra,7,26-12-2022,ORSON JAZZY,27.81
296,Nowra,7,26-12-2022,ZULU ZEPHYR,21.02
297,Nowra,7,26-12-2022,DESPICABLE KNOWS,3.87
298,Sale,2,26-12-2022,AGENT CHEVROLET,3.48602374236165
299,Sale,2,26-12-2022,ONLY PHONES,5.003811983615451
300,Sale,3,26-12-2022,NICOLA ROSE,5.1
301,Sale,10,26-12-2022,SELF CONTROL,10.72797509
302,Addington,3,26-12-2022,VICTIM OF SPEED,9.6
303,Ballarat,4,26-12-2022, ROSTRON,3.647937929488835
304,Warrnambool,10,26-12-2022,ALL INN MAGGIE,24.0
305,Murray,1,26-12-2022,MADI MOONSHINE,26.90654293052153
306,Murray,2,26-12-2022,KOEPKA,6.362229189
307,Murray,3,26-12-2022,LOVE AND RAIN,188.418534547
308,Murray,3,26-12-2022,UP THERE BILLY,5.7
309,Nowra,10,26-12-2022,CUMBRIA KID,4.612764223
310,Horsham,2,26-12-2022,IBROX COOPER,8.10343199
311,Horsham,5,26-12-2022,MOJO HERRERA,1.573589914680221
312,Maitland,1,26-12-2022,HOLSTER BABE,117.58515609216344
313,Maitland,1,26-12-2022,TULSA KING,1.4723718794015217
314,Maitland,1,26-12-2022,BUTTER UP KEY,127.3350125861168
315,Maitland,2,26-12-2022,EMA ROCK,6.119361032593785
316,Maitland,3,26-12-2022,SUPER TANGA,50.0
317,Maitland,4,26-12-2022,WHISKEY COBBLER,15.0
318,Maitland,4,26-12-2022,PRETTY BOY DOO,13.0
319,Maitland,5,26-12-2022,ASTRAL STAR,33.94642387451606
320,Maitland,5,26-12-2022,HES GOT SWAGGER,2.38
321,Maitland,6,26-12-2022,GENUINE RISK,47.67555745475866
322,Maitland,7,26-12-2022,CONNECTIONS,2.64
323,Maitland,7,26-12-2022,COUGHLIN,48.13811134545715
324,Gunnedah,3,26-12-2022,JOHNS CALL,4.303422048
325,Gunnedah,4,26-12-2022,STAY HUMBLE,3.436127728269713
326,Gunnedah,5,26-12-2022,MIGHTY BOOMER,4.6
327,Gunnedah,6,26-12-2022,ASKEY,2.56
328,Gunnedah,6,26-12-2022,HARRISON HOUSE,10.5
329,Gunnedah,7,26-12-2022,JEANIE CARGO,3.4
330,Gunnedah,8,26-12-2022,SMOKIN ZIGGY,50.0
331,Gunnedah,8,26-12-2022,MISS BILLY CARGO,23.0
332,Gunnedah,8,26-12-2022,JAPANESE BLACK,2.889032570709896
333,Gunnedah,8,26-12-2022,GAGAN DOLLY,9.2
334,Gunnedah,8,26-12-2022,DEBS BABY,30.902290012557057
335,Gunnedah,9,26-12-2022,SKETCHY DELIVER,3.582481847
336,Gunnedah,9,26-12-2022,WINDY PINES,170.0
337,Gunnedah,9,26-12-2022,BURN THE WORM,44.0
338,Gunnedah,11,26-12-2022,MONKEY PAW,1.1735715221687586
339,Angle,1,26-12-2022,NUTRITION,38.069286474
340,Angle,2,26-12-2022,RAGIN HUGO,1.8659941934698876
341,Angle,3,26-12-2022,MAGIC TALE,2.5671945308586146
342,Angle,3,26-12-2022,NITRO BRITT,9.938614704481733
343,Angle,6,26-12-2022,OH LOUISE,21.0
344,Angle,7,26-12-2022,TOBY WEST,2.834679835
361,Shepparton,8,26-12-2022,FORREST ELBOW,13.0
362,Shepparton,10,26-12-2022,BELLA SUGAR,22.0
363,Shepparton,10,26-12-2022,AUDENZIA,21.404539841570944
364,Shepparton,10,26-12-2022,ZIPPING BRONTE,2.18
365,Ballarat,1,26-12-2022,SUNSET TARA,36.0
366,Nowra,1,26-12-2022,ZIPPING LORETTA,6.2
371,Ballarat,9,26-12-2022,DIMORA JET,2.8371045573176707
372,Ballarat,11,26-12-2022,FASCINATE CANDY,10.412940334345327
377,Albion,1,26-12-2022,TITANIUM GUNN,4.6
378,Nowra,6,26-12-2022,AMEENAS JEDI,36.0
379,Angle,11,26-12-2022,LONG GULLY LISA,24.88210801266657
380,Ballarat,5,26-12-2022,ROGAN BALE,5.122403018240113
381,Ballarat,5,26-12-2022,SILVER HARP,26.61299030082096
389,Murray,4,26-12-2022,BRUCE MICK GLENN,5.131937206506553
390,Murray,4,26-12-2022,WESTAR STORM,14.5
392,Murray,5,26-12-2022,SOLD NO HOUSES,38.0
393,Murray,5,26-12-2022,ZING ZANG LASS,73.421933935
394,Addington,1,26-12-2022,LOCKY BALBOA,52.22500753
395,Addington,2,26-12-2022,EPIC GRACE,11.431499391
396,Sale,6,26-12-2022,RUFIANO,8.906538794691734
397,Sale,6,26-12-2022,CHIC,7.2
398,Warrnambool,8,26-12-2022, DROP FIFTY,362.356420234
399,Warrnambool,8,26-12-2022,VANS TURBO,83.80304884542413
400,Warrnambool,1,26-12-2022,ARBYS SALLY,70.0
401,Warrnambool,7,26-12-2022,BAD MEDICINE,2.281239895
402,Warrnambool,7,26-12-2022,CRAFTER ROAD,36.0
403,Ipswich,2,26-12-2022,BRAVO ONE,28.147360826299987
404,Ipswich,2,26-12-2022,HERE HE COMES,5.505626262818034
405,Ipswich,2,26-12-2022,GRUMPY MOOSE,7.0
406,Ipswich,3,26-12-2022,OUR OPALS,1.9763833011766525
407,Ipswich,3,26-12-2022, TUTA PANDA,197.71511664114888
408,Ipswich,5,26-12-2022,WHOOP WHOOP,16.78284673464288
409,Ipswich,5,26-12-2022,RAPID REWARD,21.0
410,Ipswich,11,26-12-2022,DIMPLE MAN,18.732865371
411,Albion,2,26-12-2022,WERINA EXPRESS,6.914057685853912
412,Albion,3,26-12-2022,NIGHT CAPERS,2.348348925
413,Albion,4,26-12-2022,BELLAS BLESSED,67.13650112346048
414,Albion,4,26-12-2022,SPRINGTIME SON,3.5
415,Albion,5,26-12-2022,OUTLAW ROCKY,5.625789841
416,Albion,6,26-12-2022,HIGH SUN,4.959479846818722
417,Albion,6,26-12-2022,DAM SLIPPERIER,3.7
418,Albion,8,26-12-2022,CAKE IS GOOD,17.194785587109653
419,Albion,10,26-12-2022,HES SMOKING,15.5
435,Nowra,4,26-12-2022,EFFECT ON ME,3.336591608
436,Nowra,8,26-12-2022,SUNNY PACK,9.0
437,Nowra,8,26-12-2022,RIVER STYX,80.0
438,Gunnedah,12,26-12-2022,SPARTAN QUEEN,2.0184895725084178
439,Shepparton,11,26-12-2022,ORLANDO,2.7681501535416464
440,Shepparton,11,26-12-2022,JOLENE BALE,6.8
441,Ballarat,10,26-12-2022,GLOBAL BEAUTY,24.350621224734933
442,Sale,1,26-12-2022,AUTHENTIC,8.176118699884974
443,Sale,1,26-12-2022,COOL SUMMER,31.112505542723127
444,Sale,5,26-12-2022,ROMAN BLAZER,16.0
445,Geelong,1,26-12-2022,TINKER SUZIE,175.91883022880094
446,Warrnambool,3,26-12-2022,CAPTAIN BENDER,1.605203466
447,Warrnambool,5,26-12-2022,SPECIAL ZAMBA,7.8
448,Warrnambool,5,26-12-2022,DR CARLSON,7.6
449,Warrnambool,11,26-12-2022,INGA SADIE,45.08816920937779
450,Warrnambool,11,26-12-2022,ASTON AMARE,11.691442563874052
457,Maitland,9,26-12-2022,JUST NATURALLY,23.0
458,Maitland,9,26-12-2022,FAR TOO FAR,1.6799810888428692
459,Maitland,9,26-12-2022,RED OSCAR,9.638235398
467,Nowra,5,26-12-2022,LUNAR HALO,31.69496435455745
468,Launceston,3,26-12-2022,BRIDWOOD SKYE,74.955839995
469,Launceston,3,26-12-2022,REPLICANT,22.0
470,Launceston,5,26-12-2022,DR HAYLEY,10.0
471,Launceston,5,26-12-2022,PIPE COVE,2.3214880905838795
472,Launceston,5,26-12-2022,TOXIC TURTLE,6.2
473,Launceston,6,26-12-2022,POPS PROMISE,7.336090558235301
474,Launceston,8,26-12-2022,WYNBURN GYPSY,23.825215263672284
475,Launceston,8,26-12-2022,HELLO,28.153632445425032
476,Launceston,10,26-12-2022,WELLINGTON BLAZE,5.158563522
477,Horsham,6,26-12-2022,GASTROCNEMIUS,7.0
486,Launceston,4,26-12-2022,TAH TRACEY,6.8
487,Ballarat,8,26-12-2022,FARLOW BALE,2.74
488,Ballarat,8,26-12-2022,TALTARNI BLACK,34.46049546569702
489,Sale,2,26-12-2022,DR VIOLET,5.3
490,Sale,3,26-12-2022,KIMBA NEO,4.1
491,Sale,3,26-12-2022,JOSIE HOOK,12.5
492,Ballarat,4,26-12-2022,SPEEDY MAGPIE,7.0
493,Warrnambool,2,26-12-2022,KUMANI SAPPHIRE,9.8
494,Warrnambool,2,26-12-2022,SPEEDY CASHEW,8.4
495,Warrnambool,2,26-12-2022,DEADLY AMBITION,10.386951174
496,Warrnambool,10,26-12-2022,TAHITIAN LILY,4.604305562
497,Ballarat,3,26-12-2022,DIMORA LIGHTNING,22.4611770153977
498,Murray,2,26-12-2022,SEBON ZAIDEE,3.05
499,Murray,2,26-12-2022,HONEY HONEY,120.0
500,Murray,2,26-12-2022, STICKY RICE,3.883422154581713
501,Horsham,2,26-12-2022,SIN CITY ANGEL,4.738355845556945
502,Horsham,2,26-12-2022,MR FREDDIE LEE,53.80946070231498
503,Horsham,4,26-12-2022,LOCO TONTO,7.0489804813487
504,Horsham,5,26-12-2022,WHEELIN IN,9.341463767197569
505,Maitland,4,26-12-2022,WHO ASK TINA,7.466535306852311
506,Maitland,4,26-12-2022,FAT BOYS LUCKY,140.0
507,Maitland,5,26-12-2022,KINLOCH CUTIE,48.100997634
508,Maitland,7,26-12-2022,ROBBIE ROTTEN,4.6
509,Gunnedah,2,26-12-2022,BRENTON BARNACLE,11.048201707757729
510,Gunnedah,2,26-12-2022,ROCK ARTIST,2.4
511,Gunnedah,5,26-12-2022,LEVIS BEACH,21.0
512,Gunnedah,6,26-12-2022,CHARMING SPIRIT,28.0
513,Gunnedah,6,26-12-2022,GREEK FLAME,13.893135758439891
514,Gunnedah,6,26-12-2022,KID FREEZE,8.253617476550863
515,Gunnedah,7,26-12-2022,GAGAN ASHER,120.0
516,Gunnedah,7,26-12-2022,BURNING LIQUOR,28.0
517,Gunnedah,9,26-12-2022,RAUDONIKIS,38.0
518,Gunnedah,11,26-12-2022,GOLDEN WINNIE,95.0
519,Angle,1,26-12-2022,MISS CARA BLACK,9.720688292328855
520,Angle,2,26-12-2022,LEXI LOU,30.623224354
521,Angle,8,26-12-2022,SAINT CANDY,39.643702178
522,Angle,10,26-12-2022,YARRAMUNDI BEE,11.051912471508333
523,Nowra,2,26-12-2022,LETHAL LION,26.0
524,Nowra,9,26-12-2022,DAISYS FERNANDO,6.325848656
525,Nowra,9,26-12-2022,UNCLE DOUG,6.254360984102822
541,Shepparton,10,26-12-2022,MOONS ARE LIGHT,110.0
542,Ballarat,6,26-12-2022,ZIPPING PIP,6.468144511
543,Ballarat,6,26-12-2022,HAZELNUT,9.140000699695666
544,Ballarat,6,26-12-2022,BIRDBROOK,3.701325799168552
545,Nowra,1,26-12-2022,SHADOW BAN,17.887894472719935
550,Sale,12,26-12-2022, WEEONA JACK,160.0
551,Sale,12,26-12-2022,STRESS TEST,29.495361139
552,Geelong,2,26-12-2022,HEIDI HEART,80.0
553,Geelong,2,26-12-2022,ARCTIC STORM,154.16600635118783
555,Geelong,4,26-12-2022,MIDNIGHT MARILYN,190.0
556,Nowra,6,26-12-2022,TWIST TOP,16.0
557,Angle,11,26-12-2022,JALAPENO JEWEL,11.0
558,Ballarat,5,26-12-2022,REEL IT IN,24.419829694
559,Ballarat,5,26-12-2022,CHAPPYS THIEF,1.95
560,Ballarat,5,26-12-2022,MORAINE LOLA,24.70430999787873
561,Ballarat,5,26-12-2022,NAOMI BUTTERFLY,9.768139193228068
562,Warrnambool,6,26-12-2022,CUBAN CIGAR,3.476260572
563,Warrnambool,6,26-12-2022,CALL ME JOHN,44.0
564,Warrnambool,9,26-12-2022,RISKY KATHLEEN,6.4
565,Warrnambool,9,26-12-2022,DOONSIDE SHADOW,2.686295390196756
578,Murray,5,26-12-2022,TEMERITY SPIRIT,3.3
579,Murray,5,26-12-2022,PERFECT DESIGN,9.71489841376258
580,Addington,1,26-12-2022,KNOW WILL,3.2
581,Addington,2,26-12-2022,GOLDSTAR VARGAS,3.067724231498432
582,Sale,7,26-12-2022,ZACHARY,16.942111429656077
583,Sale,7,26-12-2022,WILD BOB,23.143987465
584,Warrnambool,4,26-12-2022,ASTON SKIPPER,7.103706907898886
585,Warrnambool,4,26-12-2022,CRACKERJACK ROB,4.7
586,Warrnambool,4,26-12-2022,TOO MUCH TRIFLE,34.0
587,Warrnambool,8,26-12-2022,AFICIONADO,44.0
588,Ipswich,1,26-12-2022,CLASS OF TWENTY,3.85
589,Ipswich,3,26-12-2022,VALKYRIE AMELIA,40.0
590,Ipswich,5,26-12-2022,NINJA REDEMPTION,76.62182978969068
591,Ipswich,5,26-12-2022,WHERES PAPI,181.2016846132232
592,Ipswich,6,26-12-2022,LONE DANCER,124.43744667885824
593,Ipswich,6,26-12-2022,ROSDUE KODIAK,40.11377110317234
594,Ipswich,10,26-12-2022,SPRING BETTY,180.0
595,Ipswich,11,26-12-2022,FARMOR TRUTH,22.0
596,Ipswich,12,26-12-2022,CHEROKEE CHANT,3.0
597,Ipswich,12,26-12-2022,ROCKING THE ARES,36.35428674042225
598,Albion,2,26-12-2022,POLLYS COURIER,22.914049381371587
599,Albion,3,26-12-2022,SUBLIME POWER,6.941475853161682
600,Albion,3,26-12-2022,WHAT A MISTAKE,28.0
601,Albion,4,26-12-2022,EMERALD EYES,1.7181286948888554
602,Albion,5,26-12-2022,POLLYS RIFF,23.512056877
603,Albion,6,26-12-2022,ROSIE LOVE,42.012231392
604,Albion,6,26-12-2022,OUTLAW RAMBO,3.1
605,Albion,7,26-12-2022,VILLANTE,2.7810097536059506
606,Albion,10,26-12-2022,LONGEST RIDE,130.0
607,Albion,10,26-12-2022,MR FREEZE,6.4
608,Albion,10,26-12-2022,NO PERSONALITY,260.0
615,Shepparton,9,26-12-2022,GOT A REPAIR,5.105316154464404
616,Shepparton,9,26-12-2022,MEANS BUSINESS,24.0
623,Gunnedah,12,26-12-2022,SKETCHY COMBAT,11.698191151
625,Shepparton,11,26-12-2022,HUNTLY FLYER,89.10583912428467
626,Shepparton,12,26-12-2022,MARKET SCOOBY,6.889497521
627,Ballarat,10,26-12-2022,JAYVILLE MENACE,4.240412617
628,Ballarat,10,26-12-2022,CHAPPYS GIRL,1.94
629,Sale,4,26-12-2022,PARUMBA MIGHTY,70.0
630,Sale,5,26-12-2022,GENERAL WINSTON,4.4
631,Geelong,1,26-12-2022,LEO BRAVADO,2.74485111237452
632,Warrnambool,3,26-12-2022,FLOPPY ROO,28.0
633,Warrnambool,3,26-12-2022,GYPSY WARRIOR,154.87991433151063
634,Warrnambool,5,26-12-2022,OKAY BRONSON,261.4344226658964
638,Maitland,9,26-12-2022,ABLE ZEUS,53.370186999
639,Maitland,10,26-12-2022,ABLE ZULU,17.5
640,Maitland,10,26-12-2022,CHOP AND DROP,19.602991174722845
651,Nowra,5,26-12-2022,WHIRLWIND ETHICS,2.776899637502283
652,Nowra,5,26-12-2022,MY ROSIE BAY,103.52250816864316
653,Nowra,5,26-12-2022,BERRY BATTLER,11.05820401424542
654,Nowra,5,26-12-2022,WINRY BALE,19.59247252379545
655,Launceston,1,26-12-2022,JUST CASPER,14.5
656,Launceston,6,26-12-2022,LITTLE BLUE MAN,18.0
